"","x","y","z"
"1",0.0309737987343588,-0.963383457115818,0.941525368087827
"2",0.0309737987343588,-0.851647691290546,0.941525368087827
"3",0.0894622459992224,-0.851647691290546,0.941525368087827
"4",0.0894622459992224,-0.739911925465274,0.941525368087827
"5",0.147950693264086,-0.739911925465274,0.941525368087827
"6",0.0894622459992224,-0.628176159640002,0.941525368087827
"7",0.147950693264086,-0.628176159640002,0.941525368087827
"8",0.0894622459992224,-0.51644039381473,0.941525368087827
"9",0.147950693264086,-0.51644039381473,0.941525368087827
"10",0.0894622459992224,-0.404704627989458,0.941525368087827
"11",0.147950693264086,-0.404704627989458,0.941525368087827
"12",0.0894622459992224,-0.292968862164186,0.941525368087827
"13",0.147950693264086,-0.292968862164186,0.941525368087827
"14",0.147950693264086,-0.181233096338914,0.941525368087827
"15",0.147950693264086,-0.0694973305136418,0.941525368087827
"16",0.147950693264086,0.0422384353116303,0.941525368087827
"17",0.147950693264086,0.153974201136902,0.941525368087827
