"","x","y","z"
"1",0.149590797933873,-0.926701677436067,0.907153254467166
"2",0.120255192676888,-0.850992861521063,0.907153254467166
"3",0.149590797933873,-0.850992861521063,0.907153254467166
"4",0.120255192676888,-0.77528404560606,0.907153254467166
"5",0.149590797933873,-0.77528404560606,0.907153254467166
"6",0.0909195874199031,-0.699575229691057,0.907153254467166
"7",0.120255192676888,-0.699575229691057,0.907153254467166
"8",0.149590797933873,-0.699575229691057,0.907153254467166
"9",0.0615839821629182,-0.623866413776054,0.907153254467166
"10",0.0909195874199031,-0.623866413776054,0.907153254467166
"11",0.120255192676888,-0.623866413776054,0.907153254467166
"12",0.149590797933873,-0.623866413776054,0.907153254467166
"13",0.0615839821629182,-0.548157597861051,0.907153254467166
"14",0.0909195874199031,-0.548157597861051,0.907153254467166
"15",0.120255192676888,-0.548157597861051,0.907153254467166
"16",0.149590797933873,-0.548157597861051,0.907153254467166
"17",0.0615839821629182,-0.472448781946048,0.907153254467166
"18",0.0909195874199031,-0.472448781946048,0.907153254467166
"19",0.120255192676888,-0.472448781946048,0.907153254467166
"20",0.149590797933873,-0.472448781946048,0.907153254467166
"21",0.0615839821629182,-0.396739966031045,0.907153254467166
"22",0.0909195874199031,-0.396739966031045,0.907153254467166
"23",0.120255192676888,-0.396739966031045,0.907153254467166
"24",0.149590797933873,-0.396739966031045,0.907153254467166
"25",0.0615839821629182,-0.321031150116042,0.907153254467166
"26",0.0909195874199031,-0.321031150116042,0.907153254467166
"27",0.120255192676888,-0.321031150116042,0.907153254467166
"28",0.149590797933873,-0.321031150116042,0.907153254467166
"29",0.0615839821629182,-0.245322334201039,0.907153254467166
"30",0.0909195874199031,-0.245322334201039,0.907153254467166
"31",0.120255192676888,-0.245322334201039,0.907153254467166
"32",0.149590797933873,-0.245322334201039,0.907153254467166
"33",0.0615839821629182,-0.169613518286036,0.907153254467166
"34",0.0909195874199031,-0.169613518286036,0.907153254467166
"35",0.120255192676888,-0.169613518286036,0.907153254467166
"36",0.149590797933873,-0.169613518286036,0.907153254467166
"37",0.0615839821629182,-0.0939047023710324,0.907153254467166
"38",0.0909195874199031,-0.0939047023710324,0.907153254467166
"39",0.120255192676888,-0.0939047023710324,0.907153254467166
"40",0.0615839821629182,-0.0181958864560293,0.907153254467166
