"","x","y","z"
"1",0.0754559858914291,-0.367603365796535,1.28762396275371
"2",0.0754559858914291,-0.317772979802448,1.28762396275371
"3",0.0754559858914291,-0.26794259380836,1.28762396275371
"4",0.0754559858914291,-0.218112207814273,1.28762396275371
"5",0.115108812942427,-0.218112207814273,1.28762396275371
"6",0.0754559858914291,-0.168281821820186,1.28762396275371
"7",0.115108812942427,-0.168281821820186,1.28762396275371
"8",0.0754559858914291,-0.118451435826099,1.28762396275371
"9",0.115108812942427,-0.118451435826099,1.28762396275371
"10",0.0754559858914291,-0.0686210498320113,1.28762396275371
"11",0.0754559858914291,-0.0187906638379242,1.28762396275371
"12",0.0754559858914291,0.0310397221561631,1.28762396275371
"13",0.0754559858914291,0.0808701081502503,1.28762396275371
