"","x","y","z"
"1",0.0279962813881142,-0.201480247877799,0.236990148883416
"2",0.0117358568782986,-0.179175707787452,0.236990148883416
"3",0.0279962813881142,-0.179175707787452,0.236990148883416
"4",0.0117358568782986,-0.156871167697105,0.236990148883416
"5",0.0279962813881142,-0.156871167697105,0.236990148883416
"6",0.0117358568782986,-0.134566627606758,0.236990148883416
"7",0.0279962813881142,-0.134566627606758,0.236990148883416
"8",0.0117358568782986,-0.112262087516412,0.236990148883416
"9",0.0279962813881142,-0.112262087516412,0.236990148883416
"10",0.0117358568782986,-0.0899575474260648,0.236990148883416
"11",0.0279962813881142,-0.0899575474260648,0.236990148883416
"12",0.0117358568782986,-0.067653007335718,0.236990148883416
"13",0.0279962813881142,-0.067653007335718,0.236990148883416
