"","x","y","z"
"1",0.0387020703289637,0.0096172504425033,0.55030119875027
"2",0.0215654797278368,0.0566172504425033,0.55030119875027
"3",0.0387020703289637,0.0566172504425033,0.55030119875027
"4",0.0215654797278368,0.103617250442503,0.55030119875027
"5",0.0387020703289637,0.103617250442503,0.55030119875027
"6",0.0215654797278368,0.150617250442503,0.55030119875027
"7",0.0387020703289637,0.150617250442503,0.55030119875027
"8",0.0215654797278368,0.197617250442503,0.55030119875027
"9",0.0387020703289637,0.197617250442503,0.55030119875027
"10",0.0387020703289637,0.244617250442503,0.55030119875027
"11",0.0387020703289637,0.291617250442503,0.55030119875027
"12",0.0387020703289637,0.338617250442503,0.55030119875027
"13",0.0387020703289637,0.385617250442503,0.55030119875027
"14",0.0387020703289637,0.432617250442503,0.55030119875027
"15",0.0387020703289637,0.479617250442503,0.55030119875027
"16",0.0387020703289637,0.526617250442503,0.55030119875027
